[2025-11-28 23:20:00] [INFO    ] discord.client: logging in using static token
[2025-11-28 23:20:00] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': None, 's': None, 'op': 10, 'd': {'heartbeat_interval': 41250, '_trace': ['["gateway-prd-arm-us-east1-c-39dq",{"micros":0.0}]']}}
[2025-11-28 23:20:00] [DEBUG   ] discord.gateway: Shard ID None has sent the IDENTIFY payload.
[2025-11-28 23:20:00] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': None, 's': None, 'op': 11, 'd': None}
[2025-11-28 23:20:01] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'READY', 's': 1, 'op': 0, 'd': {'v': 10, 'user_settings': {}, 'user': {'verified': True, 'username': 'WerewolfBot', 'primary_guild': None, 'mfa_enabled': True, 'id': '605128321138819073', 'global_name': None, 'flags': 0, 'email': None, 'discriminator': '0047', 'clan': None, 'bot': True, 'avatar': None}, 'session_type': 'normal', 'session_id': '14af3fade5ae6d528e67a31ff4e9c708', 'resume_gateway_url': 'wss://gateway-us-east1-c.discord.gg', 'relationships': [], 'private_channels': [], 'presences': [], 'guilds': [{'unavailable': True, 'id': '605127407267217475'}, {'unavailable': True, 'id': '1444194038084403345'}], 'guild_join_requests': [], 'geo_ordered_rtc_regions': ['us-west', 'santa-clara', 'oregon', 'seattle', 'us-south'], 'game_relationships': [], 'auth': {}, 'application': {'id': '605128321138819073', 'flags': 524288}, '_trace': ['["gateway-prd-arm-us-east1-c-39dq",{"micros":551963,"calls":["id_created",{"micros":412,"calls":[]},"session_lookup_time",{"micros":4602,"calls":[]},"session_lookup_finished",{"micros":12,"calls":[]},"discord-sessions-prd-2-185",{"micros":545745,"calls":["start_session",{"micros":531229,"calls":["discord-api-rpc-55ddb4c47b-fzmdd",{"micros":471822,"calls":["get_user",{"micros":425068},"get_guilds",{"micros":2861},"send_scheduled_deletion_message",{"micros":16},"guild_join_requests",{"micros":4},"authorized_ip_coro",{"micros":18},"pending_payments",{"micros":48117},"apex_experiments",{"micros":3556},"user_activities",{"micros":6},"played_application_ids",{"micros":2},"linked_users",{"micros":3}]}]},"starting_guild_connect",{"micros":35,"calls":[]},"presence_started",{"micros":343,"calls":[]},"guilds_started",{"micros":138,"calls":[]},"lobbies_started",{"micros":1,"calls":[]},"guilds_connect",{"micros":1,"calls":[]},"presence_connect",{"micros":13969,"calls":[]},"connect_finished",{"micros":13982,"calls":[]},"build_ready",{"micros":14,"calls":[]},"clean_ready",{"micros":1,"calls":[]},"optimize_ready",{"micros":0,"calls":[]},"split_ready",{"micros":1,"calls":[]}]}]}]']}}
[2025-11-28 23:20:01] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2025-11-28 23:20:01] [INFO    ] discord.gateway: Shard ID None has connected to Gateway (Session ID: 14af3fade5ae6d528e67a31ff4e9c708).
[2025-11-28 23:20:01] [DEBUG   ] discord.client: Dispatching event connect
[2025-11-28 23:20:01] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'GUILD_CREATE', 's': 2, 'op': 0, 'd': {'roles': [{'version': 0, 'unicode_emoji': None, 'tags': {}, 'position': 0, 'permissions': '2248473361515008', 'name': '@everyone', 'mentionable': False, 'managed': False, 'id': '605127407267217475', 'icon': None, 'hoist': False, 'flags': 0, 'colors': {'tertiary_color': None, 'secondary_color': None, 'primary_color': 0}, 'color': 0}, {'version': 0, 'unicode_emoji': None, 'tags': {'bot_id': '605128321138819073'}, 'position': 5, 'permissions': '6442450952', 'name': 'older brother bot', 'mentionable': False, 'managed': True, 'id': '605130386103730238', 'icon': None, 'hoist': False, 'flags': 0, 'colors': {'tertiary_color': None, 'secondary_color': None, 'primary_color': 0}, 'color': 0}, {'version': 0, 'unicode_emoji': None, 'tags': {}, 'position': 6, 'permissions': '6442451464', 'name': 'get the fr*ck out', 'mentionable': False, 'managed': False, 'id': '605130665591046175', 'icon': None, 'hoist': True, 'flags': 0, 'colors': {'tertiary_color': None, 'secondary_color': None, 'primary_color': 15277667}, 'color': 15277667}, {'version': 0, 'unicode_emoji': None, 'tags': {}, 'position': 3, 'permissions': '6513086017', 'name': 'uneventful', 'mentionable': False, 'managed': False, 'id': '607679814320521227', 'icon': None, 'hoist': True, 'flags': 0, 'colors': {'tertiary_color': None, 'secondary_color': None, 'primary_color': 3066993}, 'color': 3066993}, {'version': 0, 'unicode_emoji': None, 'tags': {}, 'position': 2, 'permissions': '6543181313', 'name': 'stfu nerd', 'mentionable': True, 'managed': False, 'id': '607680162649210890', 'icon': None, 'hoist': True, 'flags': 0, 'colors': {'tertiary_color': None, 'secondary_color': None, 'primary_color': 15158332}, 'color': 15158332}, {'version': 0, 'unicode_emoji': None, 'tags': {}, 'position': 1, 'permissions': '6479531585', 'name': 'OwO', 'mentionable': True, 'managed': False, 'id': '607680220249456650', 'icon': None, 'hoist': True, 'flags': 0, 'colors': {'tertiary_color': None, 'secondary_color': None, 'primary_color': 15158332}, 'color': 15158332}, {'version': 0, 'unicode_emoji': None, 'tags': {}, 'position': 4, 'permissions': '6442451456', 'name': 'beep boop chaos', 'mentionable': False, 'managed': False, 'id': '607680779748769802', 'icon': None, 'hoist': True, 'flags': 0, 'colors': {'tertiary_color': None, 'secondary_color': None, 'primary_color': 3447003}, 'color': 3447003}, {'version': 0, 'unicode_emoji': None, 'tags': {'bot_id': '234395307759108106'}, 'position': 1, 'permissions': '6479531080', 'name': 'Groovy', 'mentionable': False, 'managed': True, 'id': '656009394164727808', 'icon': None, 'hoist': False, 'flags': 0, 'colors': {'tertiary_color': None, 'secondary_color': None, 'primary_color': 0}, 'color': 0}], 'premium_tier': 0, 'guild_scheduled_events': [], 'hub_type': None, 'soundboard_sounds': [{'volume': 0.3789461553096771, 'user_id': '269530801182343185', 'sound_id': '1242234947574697994', 'name': 'Hey guys, good morning', 'guild_id': '605127407267217475', 'emoji_name': '🌞', 'emoji_id': None, 'available': True}, {'volume': 0.6121204495429993, 'user_id': '269530801182343185', 'sound_id': '1242235346972839936', 'name': 'YOOOOOOOOO', 'guild_id': '605127407267217475', 'emoji_name': '👺', 'emoji_id': None, 'available': True}, {'volume': 1.0, 'user_id': '269530801182343185', 'sound_id': '1242235758358823063', 'name': 'DK OK', 'guild_id': '605127407267217475', 'emoji_name': '🦧', 'emoji_id': None, 'available': True}, {'volume': 0.7300201058387756, 'user_id': '269530801182343185', 'sound_id': '1242236234449813555', 'name': 'Hello Mario', 'guild_id': '605127407267217475', 'emoji_name': '👋', 'emoji_id': None, 'available': True}, {'volume': 1.0, 'user_id': '269530801182343185', 'sound_id': '1242236390759207032', 'name': 'Slap My Nuts', 'guild_id': '605127407267217475', 'emoji_name': '🥜', 'emoji_id': None, 'available': True}, {'volume': 1.0, 'user_id': '269530801182343185', 'sound_id': '1242236566529904772', 'name': 'Shut Up, Bitch', 'guild_id': '605127407267217475', 'emoji_name': '🅱️', 'emoji_id': None, 'available': True}, {'volume': 1.0, 'user_id': '269530801182343185', 'sound_id': '1242236835510616165', 'name': 'Ratvioli', 'guild_id': '605127407267217475', 'emoji_name': '🐀', 'emoji_id': None, 'available': True}, {'volume': 1.0, 'user_id': '269530801182343185', 'sound_id': '1242237079396683787', 'name': 'Taco Bell', 'guild_id': '605127407267217475', 'emoji_name': '🔔', 'emoji_id': None, 'available': True}], 'lazy': True, 'embedded_activities': [], 'profile': None, 'inventory_settings': None, 'features': ['SOUNDBOARD'], 'application_command_counts': {}, 'voice_states': [], 'afk_channel_id': None, 'member_count': 4, 'members': [{'user': {'username': 'WerewolfBot', 'public_flags': 0, 'primary_guild': None, 'id': '605128321138819073', 'global_name': None, 'display_name_styles': None, 'display_name': None, 'discriminator': '0047', 'collectibles': None, 'bot': True, 'avatar_decoration_data': None, 'avatar': None}, 'roles': ['605130386103730238'], 'premium_since': None, 'pending': False, 'nick': None, 'mute': False, 'joined_at': '2019-07-28T20:12:06.816000+00:00', 'flags': 0, 'deaf': False, 'communication_disabled_until': None, 'banner': None, 'avatar': None}], 'max_stage_video_channel_users': 50, 'id': '605127407267217475', 'premium_subscription_count': 0, 'name': 'oh', 'large': False, 'emojis': [{'version': 0, 'roles': [], 'require_colons': True, 'name': 'walter', 'managed': False, 'id': '977698106936262677', 'available': True, 'animated': False}, {'version': 0, 'roles': [], 'require_colons': True, 'name': 'walterbust', 'managed': False, 'id': '977698108106485840', 'available': True, 'animated': False}], 'threads': [], 'vanity_url_code': None, 'preferred_locale': 'en-US', 'explicit_content_filter': 0, 'default_message_notifications': 1, 'public_updates_channel_id': None, 'description': None, 'joined_at': '2019-07-28T20:12:06.816000+00:00', 'nsfw_level': 0, 'unavailable': False, 'owner_id': '269530801182343185', 'afk_timeout': 300, 'home_header': None, 'safety_alerts_channel_id': None, 'discovery_splash': None, 'incidents_data': None, 'stickers': [], 'banner': None, 'channels': [{'version': 0, 'type': 0, 'topic': None, 'rate_limit_per_user': 0, 'position': 0, 'permission_overwrites': [], 'parent_id': '614282115961585674', 'name': 'joins', 'last_message_id': '738170624840564786', 'id': '605130464981680129', 'flags': 0}, {'version': 0, 'type': 4, 'position': 2, 'permission_overwrites': [], 'name': 'bot funcs/tests', 'id': '605131296003457060', 'flags': 0}, {'version': 0, 'type': 0, 'topic': None, 'rate_limit_per_user': 0, 'position': 3, 'permission_overwrites': [], 'parent_id': '605131296003457060', 'name': 'boi', 'last_message_id': '620362779806793734', 'id': '605131376676569100', 'flags': 0}, {'version': 0, 'type': 0, 'topic': None, 'rate_limit_per_user': 0, 'position': 2, 'permission_overwrites': [], 'parent_id': '605131296003457060', 'name': 'general-testing', 'last_message_id': '1262450423520952411', 'id': '605131420159180870', 'flags': 0}, {'version': 0, 'type': 0, 'topic': None, 'rate_limit_per_user': 0, 'position': 4, 'permission_overwrites': [], 'parent_id': '605131296003457060', 'name': 'gay-no-u', 'last_message_id': '688899289275170830', 'id': '605137381733171220', 'flags': 0}, {'version': 0, 'type': 0, 'topic': None, 'rate_limit_per_user': 0, 'position': 5, 'permission_overwrites': [], 'parent_id': '605131296003457060', 'name': 'stfu', 'last_message_id': '609124635275034664', 'id': '607246929541464095', 'flags': 0}, {'version': 0, 'type': 0, 'topic': None, 'rate_limit_per_user': 0, 'position': 6, 'permission_overwrites': [], 'parent_id': '605131296003457060', 'name': 'mafia', 'last_message_id': '688899772412723201', 'id': '613551533212303370', 'flags': 0}, {'version': 0, 'type': 4, 'position': 1, 'permission_overwrites': [], 'name': 'uhh', 'id': '614282115961585674', 'flags': 0}, {'version': 0, 'type': 0, 'topic': None, 'rate_limit_per_user': 0, 'position': 1, 'permission_overwrites': [], 'parent_id': '614282115961585674', 'name': 'silence-liberal', 'last_message_id': None, 'id': '620362977799045122', 'flags': 0}, {'version': 0, 'type': 4, 'position': 3, 'permission_overwrites': [], 'name': 'yeah', 'id': '794342419410714704', 'flags': 0}, {'version': 0, 'user_limit': 0, 'type': 2, 'rtc_region': None, 'rate_limit_per_user': 0, 'position': 0, 'permission_overwrites': [], 'parent_id': '794342419410714704', 'name': 'yeah', 'last_message_id': None, 'id': '794342444799885362', 'flags': 0, 'bitrate': 64000}, {'version': 0, 'type': 4, 'position': 4, 'permission_overwrites': [], 'name': 'not bots', 'id': '806238371813916682', 'flags': 0}, {'version': 0, 'type': 0, 'topic': None, 'rate_limit_per_user': 0, 'position': 7, 'permission_overwrites': [], 'parent_id': '806238371813916682', 'name': 'yeah', 'last_message_id': '806238413698236436', 'id': '806238395918712912', 'flags': 0}], 'stage_instances': [], 'icon': None, 'verification_level': 0, 'max_video_channel_users': 25, 'nsfw': False, 'rules_channel_id': None, 'region': 'deprecated', 'system_channel_flags': 0, 'max_members': 25000000, 'presences': [], 'premium_progress_bar_enabled': False, 'mfa_level': 0, 'moderator_reporting': None, 'latest_onboarding_question_id': None, 'premium_features': None, 'owner_configured_content_level': 0, 'activity_instances': [], 'system_channel_id': '605130464981680129', 'version': 1751505694653, 'application_id': None, 'splash': None}}
[2025-11-28 23:20:01] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2025-11-28 23:20:01] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'GUILD_CREATE', 's': 3, 'op': 0, 'd': {'roles': [{'version': 1764393090757, 'unicode_emoji': None, 'tags': {}, 'position': 0, 'permissions': '2248473465835073', 'name': '@everyone', 'mentionable': False, 'managed': False, 'id': '1444194038084403345', 'icon': None, 'hoist': False, 'flags': 0, 'colors': {'tertiary_color': None, 'secondary_color': None, 'primary_color': 0}, 'color': 0}, {'version': 1764395972225, 'unicode_emoji': None, 'tags': {'bot_id': '605128321138819073'}, 'position': 1, 'permissions': '3096226908154896', 'name': 'Werewolf Bot', 'mentionable': False, 'managed': True, 'id': '1444206124671828045', 'icon': None, 'hoist': False, 'flags': 0, 'colors': {'tertiary_color': None, 'secondary_color': None, 'primary_color': 0}, 'color': 0}], 'premium_tier': 0, 'guild_scheduled_events': [], 'hub_type': None, 'soundboard_sounds': [], 'lazy': True, 'embedded_activities': [], 'profile': None, 'inventory_settings': None, 'features': [], 'application_command_counts': {}, 'voice_states': [], 'afk_channel_id': None, 'member_count': 2, 'members': [{'user': {'username': 'WerewolfBot', 'public_flags': 0, 'primary_guild': None, 'id': '605128321138819073', 'global_name': None, 'display_name_styles': None, 'display_name': None, 'discriminator': '0047', 'collectibles': None, 'bot': True, 'avatar_decoration_data': None, 'avatar': None}, 'roles': ['1444206124671828045'], 'premium_since': None, 'pending': False, 'nick': None, 'mute': False, 'joined_at': '2025-11-29T05:59:32.237553+00:00', 'flags': 0, 'deaf': False, 'communication_disabled_until': None, 'banner': None, 'avatar': None}], 'max_stage_video_channel_users': 50, 'id': '1444194038084403345', 'premium_subscription_count': 0, 'name': 'Werewolf test server', 'large': False, 'emojis': [], 'threads': [], 'vanity_url_code': None, 'preferred_locale': 'en-US', 'explicit_content_filter': 0, 'default_message_notifications': 0, 'public_updates_channel_id': None, 'description': None, 'joined_at': '2025-11-29T05:59:32.237553+00:00', 'nsfw_level': 0, 'unavailable': False, 'owner_id': '269530801182343185', 'afk_timeout': 300, 'home_header': None, 'safety_alerts_channel_id': None, 'discovery_splash': None, 'incidents_data': None, 'stickers': [], 'banner': None, 'channels': [{'version': 1764393090764, 'type': 4, 'position': 0, 'permission_overwrites': [], 'name': 'Text Channels', 'id': '1444194038847639693', 'flags': 0}, {'version': 1764393090790, 'type': 0, 'topic': None, 'rate_limit_per_user': 0, 'position': 0, 'permission_overwrites': [], 'parent_id': '1444194038847639693', 'name': 'general', 'last_message_id': '1444211142200131656', 'id': '1444194038847639695', 'icon_emoji': {'name': '👋', 'id': None}, 'flags': 0}, {'voice_background_display': None, 'version': 1764393137160, 'user_limit': 0, 'type': 2, 'theme_color': None, 'rtc_region': None, 'rate_limit_per_user': 0, 'position': 0, 'permission_overwrites': [], 'parent_id': '1444194038847639693', 'nsfw': False, 'name': 'Town of Wildegrave', 'last_message_id': None, 'id': '1444194039363535011', 'icon_emoji': {'name': '🎙', 'id': None}, 'flags': 0, 'bitrate': 64000}], 'stage_instances': [], 'icon': None, 'verification_level': 0, 'max_video_channel_users': 25, 'nsfw': False, 'rules_channel_id': None, 'region': 'deprecated', 'system_channel_flags': 0, 'max_members': 25000000, 'presences': [], 'premium_progress_bar_enabled': False, 'mfa_level': 0, 'moderator_reporting': None, 'latest_onboarding_question_id': None, 'premium_features': None, 'owner_configured_content_level': 0, 'activity_instances': [], 'system_channel_id': '1444194038847639695', 'version': 1764396786036, 'application_id': None, 'splash': None}}
[2025-11-28 23:20:01] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2025-11-28 23:20:01] [DEBUG   ] discord.client: Dispatching event guild_available
[2025-11-28 23:20:01] [DEBUG   ] discord.client: Dispatching event guild_available
[2025-11-28 23:20:03] [DEBUG   ] discord.client: Dispatching event ready
[2025-11-28 23:20:13] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'INTERACTION_CREATE', 's': 4, 'op': 0, 'd': {'version': 1, 'type': 2, 'token': 'aW50ZXJhY3Rpb246MTQ0NDIxMTMyODQ2MDkxNDczODpGRlMwRzA0MXhMaUJ3S1FseUE1b2RPcUNKeGgzR0JmanJseTVuQUZVTXBlNlM3RlFUVjBnOFM0eHNwSG5CQ0xPUGFMVFBRRWNObG5VTDNJbUFEVXV5UjNnaEdhY3RnRW1WbHIzeTJBeUs4M2htU2F0clZ0a3dvYlQ1dVlwSDZoTg', 'member': {'user': {'username': 'fivetd', 'public_flags': 128, 'primary_guild': {'tag': 'BOTC', 'identity_guild_id': '569683781800296501', 'identity_enabled': True, 'badge': 'cc04d88bce47f30d93b756b7ad949e45'}, 'id': '269530801182343185', 'global_name': 'Five', 'display_name_styles': {'font_id': 3, 'effect_id': 5, 'colors': [12934144]}, 'discriminator': '0', 'collectibles': None, 'clan': {'tag': 'BOTC', 'identity_guild_id': '569683781800296501', 'identity_enabled': True, 'badge': 'cc04d88bce47f30d93b756b7ad949e45'}, 'avatar_decoration_data': None, 'avatar': 'a_694e4f59be0ac15dd8836f7514676bb8'}, 'unusual_dm_activity_until': None, 'roles': [], 'premium_since': None, 'permissions': '9007199254740991', 'pending': False, 'nick': None, 'mute': False, 'joined_at': '2025-11-29T05:11:30.584000+00:00', 'flags': 0, 'display_name_styles': None, 'deaf': False, 'communication_disabled_until': None, 'collectibles': None, 'banner': None, 'avatar': None}, 'locale': 'en-US', 'id': '1444211328460914738', 'guild_locale': 'en-US', 'guild_id': '1444194038084403345', 'guild': {'locale': 'en-US', 'id': '1444194038084403345', 'features': []}, 'entitlements': [], 'entitlement_sku_ids': [], 'data': {'type': 1, 'name': 'ping', 'id': '1444211273540698133', 'guild_id': '1444194038084403345'}, 'context': 0, 'channel_id': '1444194038847639695', 'channel': {'type': 0, 'topic': None, 'theme_color': None, 'rate_limit_per_user': 0, 'position': 0, 'permissions': '9007199254740991', 'parent_id': '1444194038847639693', 'nsfw': False, 'name': 'general', 'last_message_id': '1444211142200131656', 'id': '1444194038847639695', 'icon_emoji': {'name': '👋', 'id': None}, 'guild_id': '1444194038084403345', 'flags': 0}, 'authorizing_integration_owners': {'0': '1444194038084403345'}, 'attachment_size_limit': 524288000, 'application_id': '605128321138819073', 'app_permissions': '4500273296305745'}}
[2025-11-28 23:20:13] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2025-11-28 23:20:13] [DEBUG   ] discord.client: Dispatching event interaction
[2025-11-28 23:20:13] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'MESSAGE_CREATE', 's': 5, 'op': 0, 'd': {'webhook_id': '605128321138819073', 'type': 20, 'tts': False, 'timestamp': '2025-11-29T06:20:12.996000+00:00', 'position': 0, 'pinned': False, 'nonce': '1444211329857486848', 'mentions': [], 'mention_roles': [], 'mention_everyone': False, 'member': {'roles': ['1444206124671828045'], 'premium_since': None, 'pending': False, 'nick': None, 'mute': False, 'joined_at': '2025-11-29T05:59:32.237553+00:00', 'flags': 0, 'deaf': False, 'communication_disabled_until': None, 'banner': None, 'avatar': None}, 'interaction_metadata': {'user': {'username': 'fivetd', 'public_flags': 128, 'primary_guild': {'tag': 'BOTC', 'identity_guild_id': '569683781800296501', 'identity_enabled': True, 'badge': 'cc04d88bce47f30d93b756b7ad949e45'}, 'id': '269530801182343185', 'global_name': 'Five', 'display_name_styles': {'font_id': 3, 'effect_id': 5, 'colors': [12934144]}, 'discriminator': '0', 'collectibles': None, 'clan': {'tag': 'BOTC', 'identity_guild_id': '569683781800296501', 'identity_enabled': True, 'badge': 'cc04d88bce47f30d93b756b7ad949e45'}, 'avatar_decoration_data': None, 'avatar': 'a_694e4f59be0ac15dd8836f7514676bb8'}, 'type': 2, 'name': 'ping', 'id': '1444211328460914738', 'command_type': 1, 'authorizing_integration_owners': {'0': '1444194038084403345'}}, 'interaction': {'user': {'username': 'fivetd', 'public_flags': 128, 'primary_guild': {'tag': 'BOTC', 'identity_guild_id': '569683781800296501', 'identity_enabled': True, 'badge': 'cc04d88bce47f30d93b756b7ad949e45'}, 'id': '269530801182343185', 'global_name': 'Five', 'display_name_styles': {'font_id': 3, 'effect_id': 5, 'colors': [12934144]}, 'discriminator': '0', 'collectibles': None, 'clan': {'tag': 'BOTC', 'identity_guild_id': '569683781800296501', 'identity_enabled': True, 'badge': 'cc04d88bce47f30d93b756b7ad949e45'}, 'avatar_decoration_data': None, 'avatar': 'a_694e4f59be0ac15dd8836f7514676bb8'}, 'type': 2, 'name': 'ping', 'member': {'roles': [], 'premium_since': None, 'pending': False, 'nick': None, 'mute': False, 'joined_at': '2025-11-29T05:11:30.584000+00:00', 'flags': 0, 'deaf': False, 'communication_disabled_until': None, 'banner': None, 'avatar': None}, 'id': '1444211328460914738'}, 'id': '1444211329056378891', 'flags': 0, 'embeds': [], 'edited_timestamp': None, 'content': 'Pong!', 'components': [], 'channel_type': 0, 'channel_id': '1444194038847639695', 'author': {'username': 'WerewolfBot', 'public_flags': 0, 'primary_guild': None, 'id': '605128321138819073', 'global_name': None, 'display_name_styles': None, 'discriminator': '0047', 'collectibles': None, 'clan': None, 'bot': True, 'avatar_decoration_data': None, 'avatar': None}, 'attachments': [], 'application_id': '605128321138819073', 'guild_id': '1444194038084403345'}}
[2025-11-28 23:20:13] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2025-11-28 23:20:13] [DEBUG   ] discord.client: Dispatching event message
[2025-11-28 23:20:13] [DEBUG   ] discord.webhook.async_: Webhook ID 1444211328460914738 with POST https://discord.com/api/v10/interactions/1444211328460914738/aW50ZXJhY3Rpb246MTQ0NDIxMTMyODQ2MDkxNDczODpGRlMwRzA0MXhMaUJ3S1FseUE1b2RPcUNKeGgzR0JmanJseTVuQUZVTXBlNlM3RlFUVjBnOFM0eHNwSG5CQ0xPUGFMVFBRRWNObG5VTDNJbUFEVXV5UjNnaEdhY3RnRW1WbHIzeTJBeUs4M2htU2F0clZ0a3dvYlQ1dVlwSDZoTg/callback has returned status code 200
[2025-11-28 23:20:13] [DEBUG   ] discord.client: Dispatching event app_command_completion
[2025-11-28 23:20:42] [DEBUG   ] discord.gateway: Keeping shard ID None websocket alive with sequence 5.
[2025-11-28 23:20:42] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': None, 's': None, 'op': 11, 'd': None}
